pdbid,-logKd/Ki
"2jdy","4.37"
"2jew","6.69"
"2jf4","8.15"
"2jfh","3.06"
"2jfz","5.24"
"2jg0","7.82"
"2jg8","6.30"
"2qoa","7.28"
"2qoe","7.60"
"2qoh","7.70"
"2qp6","6.68"
"2qp8","8.10"
"2qpj","6.35"
"2qpq","6.37"
"2qpu","3.60"
"2qq7","5.24"
"2qqs","6.40"
"2gde","8.24"
"2gdo","9.49"
"2gej","6.64"
"2gek","7.52"
"2gfa","4.98"
"2gfd","6.28"
"2gfj","3.82"
"2gfk","4.52"
"2opy","4.52"
"2oq6","3.60"
"2oqi","8.49"
"2oqs","5.89"
"2oqv","8.40"
"2or4","5.02"
"2or9","6.30"
"2ork","2.85"
"2os9","2.24"
"2fah","1.30"
"2fai","6.24"
"2fb8","9.80"
"2fci","7.15"
"2fdd","8.32"
"2fde","9.15"
"2fdp","7.59"
"2np8","7.38"
"2nq6","5.82"
"2nq7","5.54"
"2nqg","6.48"
"2nqi","6.11"
"2nsj","4.79"
"2nsl","4.68"
"2nsx","7.20"
"2nt7","6.52"
"2nta","4.80"
"2ntf","6.52"
"2nv7","8.30"
"2nw4","8.68"
"2nwl","8.70"
"2nwn","6.30"
"2nww","5.48"
"2cen","8.30"
"2ceo","10.00"
"2ceq","7.28"
"2cer","9.22"
"2ces","7.25"
"2cf8","8.10"
"2cf9","7.82"
"2gvj","9.52"
"2gvv","3.90"
"2gvz","6.89"
"2gyi","7.00"
"2gz2","5.22"
"2gz7","6.52"
"2gz8","5.52"
"2gzl","4.82"
"2h02","6.49"
"2am1","6.00"
"2am2","5.10"
"2am4","3.72"
"2am9","8.41"
"2ama","8.00"
"2amt","4.44"
"2amv","8.80"
"2an5","5.68"
"2ank","7.33"
"2anl","6.96"
"2anm","8.74"
"2ans","5.92"
"2fts","7.05"
"2fu8","4.70"
"2fuu","5.57"
"2fv5","11.70"
"2fv9","7.22"
"2fvc","7.49"
"2fw3","6.42"
"2i2c","4.70"
"2i3h","7.40"
"2i3i","7.30"
"2i3z","8.70"
"2i40","5.80"
"2i47","8.66"
"2i4d","11.68"
"2i4j","6.16"
"2i4p","5.70"
"2i4t","9.00"
"2i4u","11.57"
"2i4v","11.20"
"2i4w","11.59"
"2i4x","11.72"
"2i4z","5.70"
"2bub","7.05"
"2buc","7.00"
"2buv","4.00"
"2bv4","3.22"
"2bvd","6.00"
"2bve","3.67"
"2bvr","3.70"
"2bvs","4.10"
"2bvx","8.70"
"2bw7","5.70"
"2bxt","8.52"
"2j83","4.21"
"2jdt","6.77"
"2jgs","6.62"
"2jql","6.52"
"2lh8","4.18"
"2ms4","4.82"
"2fl6","7.42"
"2fle","7.85"
"2flh","3.97"
"2flr","6.10"
"2flu","7.70"
"2fm0","9.40"
"2fm2","8.15"
"2fm5","7.37"
"2fmb","8.70"
"2fme","6.98"
"2fo4","7.22"
"2fou","7.10"
"2fov","7.55"
"1zaj","5.10"
"1zc9","3.22"
"1zd2","3.30"
"1zd3","3.30"
"1zd4","3.60"
"1zd5","4.87"
"1zdp","5.74"
"1ze8","7.68"
"1zea","5.22"
"1zeo","6.68"
"1zfk","7.92"
"2azm","5.66"
"2azr","3.64"
"2b07","6.43"
"2b17","6.21"
"2b1g","6.64"
"2b1i","6.82"
"2b1q","1.59"
"2b1r","1.00"
"2b1v","5.74"
"2fxu","8.15"
"2fxv","5.35"
"2fys","4.36"
"2fyv","3.52"
"2fzc","2.70"
"2fzg","3.38"
"2fzk","3.60"
"2fzz","10.52"
"2g00","9.74"
"2g01","5.91"
"2g0g","6.29"
"2g0h","7.64"
"2g19","5.85"
"2g1q","7.36"
"2g1r","7.70"
"2g1y","7.05"
"2h9m","4.46"
"2h9n","3.94"
"2h9p","3.72"
"2h9t","4.70"
"2ha0","4.43"
"2ha2","4.66"
"2ha3","3.03"
"2ha4","2.70"
"2ha5","4.34"
"2ha6","4.32"
"2ha7","3.36"
"2clm","3.55"
"2clo","4.06"
"2clv","7.88"
"2clx","4.88"
"2cm7","6.68"
"2cm8","5.87"
"2cma","6.73"
"2cmc","5.76"
"2cmf","7.55"
"2cmo","6.40"
"2ew5","5.90"
"2ew6","4.97"
"2ewa","7.94"
"2ewb","6.10"
"2ewp","7.10"
"2ews","6.62"
"2ewy","6.15"
"2exc","6.63"
"2exg","4.30"
"2exm","4.11"
"2ez5","5.52"
"2ez7","4.36"
"2io6","7.52"
"2ioa","5.49"
"2iog","8.10"
"2iok","9.00"
"2ipo","5.06"
"2iqg","8.30"
"2irz","7.92"
"2is0","6.70"
"2isc","8.42"
"2isv","7.43"
"2isw","7.43"
"2c4g","5.94"
"2c4v","2.60"
"2c4w","4.70"
"2c57","3.43"
"2c5o","5.19"
"2c5x","6.60"
"2c5y","6.60"
"2c68","5.74"
"2c69","4.59"
"2c6c","7.52"
"2c6e","9.10"
"2c6g","3.37"
"2cne","8.77"
"2cnf","6.62"
"2cng","6.96"
"2cnh","7.23"
"2cni","7.68"
"2co0","5.48"
"2csm","4.30"
"2csn","4.41"
"2ctc","3.89"
"2cv3","6.57"
"2cvd","6.10"
"2d06","4.08"
"2d0k","5.02"
"2d1n","8.15"
"2d1o","7.70"
"2g9u","6.08"
"2g9v","5.92"
"2g9x","7.35"
"2gbf","7.92"
"2gbg","7.25"
"2gbi","8.52"
"2gc8","5.51"
"2gcd","5.52"
"1zub","6.57"
"1zuc","8.77"
"1zvx","9.22"
"1zxc","8.10"
"1zxv","6.10"
"1zyj","5.82"
"1zyr","5.74"
"1zz1","6.02"
"1zz2","5.22"
"1zz3","6.54"
"1zzl","8.30"
"1zzz","5.14"
"220l","3.40"
"223l","3.40"
"2a0c","7.30"
"2gni","5.64"
"2gnj","5.22"
"2gnl","7.24"
"2go4","5.15"
"2gph","5.30"
"2gpp","5.70"
"2gqn","5.35"
"2gss","4.94"
"2bdy","7.77"
"2be2","8.70"
"2bed","8.15"
"2bes","4.24"
"2bfq","6.89"
"2bfr","5.25"
"2bgd","5.00"
"2bge","2.80"
"2bgn","5.70"
"2bgr","3.60"
"2bj4","4.47"
"2bjm","3.70"
"2bks","7.43"
"2bkt","7.64"
"2bkz","8.15"
"2f2h","5.70"
"2f34","6.89"
"2f3e","6.81"
"2f3f","6.72"
"2f3k","7.89"
"2f3r","6.30"
"2f4b","7.30"
"2f4j","5.66"
"2f5t","5.17"
"2f6j","5.57"
"2f6t","4.62"
"2f6v","4.43"
"2h2h","4.98"
"2h2j","5.38"
"2h3e","5.70"
"2h44","5.77"
"2h4g","6.52"
"2h4k","5.49"
"2h4n","8.70"
"2h5a","5.10"
"2h5d","8.19"
"2aqu","9.32"
"2arm","7.68"
"2asu","9.00"
"2ate","7.07"
"2ath","6.82"
"2auc","4.08"
"2aux","9.30"
"2auz","9.46"
"2avi","15.22"
"2avm","5.70"
"2avo","8.85"
"2avq","4.39"
"2avs","7.57"
"2aw1","7.37"
"2ax6","7.57"
"2foy","6.92"
"2g71","7.46"
"2gd8","7.41"
"2gfs","6.15"
"2ghg","8.82"
"2gnh","6.83"
"2gst","6.07"
"2gvf","7.60"
"2h03","7.05"
"2h96","6.64"
"2hdr","1.72"
"2hog","9.52"
"2hxl","7.92"
"2i0d","12.10"
"2i2b","2.44"
"2i5f","5.12"
"2it4","1.62"
"2ivu","6.43"
"2fix","6.24"
"2fj0","7.66"
"2fjm","6.85"
"2fjn","7.41"
"2fjp","8.37"
"2fkf","2.92"
"2fky","8.59"
"2fl2","8.70"
"2hds","2.00"
"2hdu","2.30"
"2hdx","6.26"
"2hfp","8.52"
"2hh5","7.49"
"2hha","6.91"
"2hhn","7.49"
"2hiw","8.10"
"2hiz","6.95"
"2hj4","5.37"
"2hjb","4.39"
"2hk5","7.34"
"2hkf","6.38"
"2hl4","7.64"
"2hm1","8.70"
"2g24","5.40"
"2g2r","7.89"
"2g5p","8.42"
"2g5t","9.09"
"2g5u","8.49"
"2g63","8.17"
"2g6p","6.22"
"2g6q","5.82"
"2g70","7.77"
"2c6i","4.96"
"2c6k","6.14"
"2c6m","6.46"
"2c6n","6.88"
"2c6o","8.22"
"2c80","5.33"
"2c8w","8.43"
"2c8x","6.66"
"2c8y","4.00"
"2i0e","8.70"
"2i0g","9.72"
"2i0h","8.05"
"2i0j","8.57"
"2i0y","7.62"
"2i19","7.80"
"2i1m","7.62"
"2i1r","5.01"
"2ivz","6.04"
"2iw6","6.85"
"2iw8","6.99"
"2iw9","8.05"
"2iws","6.36"
"2iwu","5.92"
"2iyf","3.75"
"2izl","6.00"
"2izx","9.40"
"2j27","3.52"
"2j2u","7.33"
"2j34","7.82"
"2fpz","3.96"
"2fqo","6.43"
"2fqw","6.68"
"2fqy","6.57"
"2fr3","8.70"
"2fr8","3.15"
"2frd","4.54"
"2fs8","7.60"
"2fsa","5.30"
"2fsv","4.60"
"2ftd","10.39"
"2gg0","5.77"
"2gg2","6.60"
"2gg3","6.24"
"2gg5","6.60"
"2gg7","5.76"
"2gg8","4.60"
"2gg9","5.46"
"2gga","1.96"
"2ggb","4.92"
"2ggd","3.80"
"2ggu","3.03"
"2ggx","3.49"
"2gh6","4.95"
"2gh7","13.00"
"2gh9","6.00"
"1ym4","7.41"
"1yms","5.92"
"1ymx","4.85"
"1ynd","8.44"
"1yon","4.21"
"1you","9.06"
"1yp9","5.11"
"1ype","8.10"
"1ypg","8.00"
"1ypj","7.02"
"1yq7","7.09"
"1yqj","8.14"
"1yqy","7.62"
"1yrs","6.35"
"1ysg","3.52"
"2a4z","6.60"
"2a58","4.92"
"2a5b","3.93"
"2a5c","4.62"
"2a5s","6.70"
"2a5u","8.10"
"2a8g","3.69"
"2a8h","7.17"
"2aa6","9.41"
"2aa9","2.92"
"2hvc","8.82"
"2hvx","7.54"
"2hw2","2.97"
"2hwg","3.55"
"2hwh","5.70"
"2hwi","5.52"
"2hwo","6.90"
"2hwp","7.14"
"2j87","4.85"
"2j94","6.27"
"2j95","8.40"
"2j9a","5.89"
"2j9l","4.00"
"2j9n","4.70"
"2ja3","4.00"
"2jaj","4.60"
"2jal","4.82"
"2jb5","9.22"
"1w6j","8.19"
"1w6r","6.15"
"1w6y","5.36"
"1w70","3.70"
"1w76","6.15"
"1w7g","5.10"
"1w7h","3.00"
"1w7x","8.40"
"1w80","4.54"
"1w82","6.71"
"1y1m","1.82"
"1y1z","3.08"
"1y20","5.32"
"1y2a","7.34"
"1y2b","4.09"
"1y2d","5.70"
"1y2g","4.08"
"1y2h","7.25"
"1tu6","9.08"
"1tv6","5.40"
"1tve","5.68"
"1tvo","6.85"
"1tvr","7.48"
"1tx7","4.60"
"1txr","7.74"
"1tyn","9.70"
"1tyr","7.00"
"2b7d","8.70"
"2b7f","7.30"
"2b8l","7.82"
"2b8v","7.01"
"2b9a","8.05"
"2baj","8.40"
"2bak","7.43"
"2bal","6.31"
"2ban","9.00"
"2bb7","5.67"
"2bba","7.15"
"2bbb","8.62"
"2bcd","10.22"
"2bdf","7.17"
"2bdj","9.35"
"2bmg","7.74"
"2bmk","5.62"
"2bmv","2.00"
"2bmz","3.70"
"2bo4","4.61"
"2boh","8.52"
"2boi","4.32"
"2boj","5.77"
"2bok","6.55"
"2bow","4.00"
"2bpm","8.70"
"1x07","3.28"
"1x0n","7.70"
"1x11","6.49"
"1x1z","11.06"
"1x38","8.77"
"1x39","9.22"
"1x6u","3.22"
"1x70","7.74"
"1x76","8.72"
"1x78","7.85"
"1x7a","7.89"
"1x7b","8.39"
"1x7e","5.97"
"1x7q","6.73"
"1x7r","8.05"
"1x81","9.19"
"1ywh","7.79"
"1ywi","3.43"
"1ywr","7.89"
"1yxd","5.30"
"1yy4","8.60"
"1yy6","6.07"
"1yye","8.57"
"1yyr","6.29"
"1yys","6.33"
"1yyy","5.09"
"1yz3","8.81"
"1z1h","8.40"
"1z1r","9.22"
"1z2b","6.40"
"2a14","5.70"
"2a29","2.85"
"2a2g","7.00"
"2a2x","7.69"
"2a3a","2.82"
"2a3b","3.33"
"2a3c","4.43"
"2a3i","6.05"
"2a3w","5.42"
"2a3x","6.92"
"2a4g","7.18"
"2a4l","6.40"
"2a4m","4.52"
"2a4q","7.18"
"2a4r","7.82"
"2aoc","4.89"
"2aod","5.66"
"2aoe","7.62"
"2aof","4.55"
"2aog","6.28"
"2aoh","4.44"
"2aoi","4.01"
"2aoj","4.66"
"2aou","7.73"
"2aov","7.04"
"2aow","7.42"
"2aox","7.42"
"2aq7","3.30"
"2aq9","7.30"
"2aqb","3.30"
"2d2v","1.00"
"2d3u","6.92"
"2d3z","6.64"
"2d41","6.82"
"2dbl","8.70"
"2ddf","7.39"
"2df6","5.98"
"2doo","7.17"
"2dq7","8.32"
"2drc","9.89"
"2dri","6.89"
"2ds1","8.47"
"2dua","4.77"
"2duv","7.06"
"1x8d","2.21"
"1x8j","6.96"
"1x8r","6.12"
"1x8s","5.10"
"1x8t","7.80"
"1x9d","3.96"
"1xa5","6.50"
"1xap","8.70"
"1xb7","6.22"
"1xbb","5.30"
"1xbc","7.92"
"1zky","6.25"
"1zm7","3.00"
"1zoe","7.40"
"1zog","7.15"
"1zoh","7.00"
"1zom","7.52"
"1zp5","2.92"
"2afw","4.77"
"2afx","5.15"
"2agv","7.70"
"2ai7","6.40"
"2ai8","6.80"
"2aia","5.41"
"2aie","5.66"
"2aig","5.00"
"2aj8","6.20"
"2ajb","5.50"
"2b7a","9.00"
"2bdl","7.82"
"2bmc","7.57"
"2br8","7.49"
"2c0o","5.91"
"2cem","7.92"
"2cfd","7.49"
"2cll","4.30"
"2cn8","5.46"
"2d1x","5.10"
"2er9","7.40"
"2evo","7.17"
"2f01","13.00"
"2f9v","7.82"
"2feq","8.86"
"1y91","7.23"
"1y98","5.43"
"1ya4","4.82"
"1ybg","4.80"
"1ybo","3.80"
"1yc4","6.55"
"1yc5","3.00"
"1z34","3.38"
"1z3c","4.00"
"1z3j","8.00"
"1z3t","3.94"
"1z3v","4.11"
"1z4n","4.52"
"1z4o","4.52"
"1z5m","7.52"
"1z6d","2.34"
"2byi","6.34"
"2byp","9.06"
"2byr","8.55"
"2bys","9.52"
"2bz5","6.15"
"2bz6","7.09"
"2bza","2.80"
"2bzz","6.43"
"2c02","4.04"
"1ws1","9.55"
"1ws4","3.00"
"1ws5","3.03"
"1wtg","7.03"
"1wu1","7.74"
"1wug","5.80"
"1wum","5.29"
"1wun","7.21"
"1wuq","8.27"
"1wur","6.66"
"1wv7","7.26"
"1wva","6.57"
"1wvc","4.46"
"1wvj","6.73"
"1wxz","8.07"
"1w0z","7.68"
"1w10","7.55"
"1w11","8.22"
"1w13","8.70"
"1w14","8.52"
"1w1d","6.52"
"1w1g","7.68"
"1w1p","2.30"
"1w1t","2.96"
"1w1v","2.20"
"1w1y","2.62"
"1w22","6.76"
"2brc","5.05"
"2brh","4.64"
"2brm","5.89"
"2bro","5.85"
"2bt9","6.19"
"2btr","7.02"
"2bts","7.70"
"2bu5","7.78"
"1wbo","3.00"
"1wbs","6.20"
"1wbt","6.47"
"1wbv","3.79"
"1wbw","4.36"
"1wc1","4.00"
"1wc6","4.00"
"1wcc","3.46"
"1wcq","6.26"
"1y2k","7.68"
"1y3a","5.41"
"1y3g","7.40"
"1y3n","5.55"
"1y3v","5.64"
"1y3w","5.77"
"1y3x","5.14"
"1y3y","5.64"
"1y4z","7.24"
"1y57","5.79"
"1y6a","7.66"
"1y6b","7.42"
"1y6q","11.70"
"1y8o","5.89"
"1xnx","6.38"
"1xnz","6.62"
"1xo2","6.07"
"1xoe","7.39"
"1xog","6.39"
"1xom","7.96"
"1xon","10.68"
"1xoq","9.17"
"1xor","6.41"
"1xos","4.70"
"1xot","5.42"
"1xow","9.28"
"1xoz","8.92"
"1yt9","8.30"
"1yvh","7.37"
"1yvm","6.40"
"1yvx","5.10"
"1yvz","5.36"
"1yw2","6.85"
"1yw7","5.85"
"1yw8","8.00"
"1svh","6.44"
"1sw1","7.30"
"1sw2","7.22"
"1swg","7.36"
"1swi","3.10"
"1swk","12.00"
"1swn","12.00"
"1swp","11.00"
"1u9x","8.15"
"1ua4","4.22"
"1ucn","5.22"
"1udt","9.30"
"1udu","9.05"
"1uef","5.49"
"1ugp","2.89"
"1ugw","3.09"
"1ugx","5.91"
"1ugy","3.72"
"1uh1","5.48"
"1uho","9.22"
"1ui0","7.06"
"1uj0","4.57"
"1yhs","8.00"
"1yi3","5.40"
"1yid","5.00"
"1yk7","7.72"
"1ykp","2.96"
"1ykr","6.25"
"1ylv","2.70"
"1yly","7.82"
"1ym1","6.24"
"1ym2","8.00"
"1rtf","3.04"
"1rth","6.40"
"1rti","4.77"
"1rtl","5.59"
"1ru1","4.74"
"1ru2","6.49"
"1rv1","6.85"
"1rw8","6.76"
"1rwq","10.00"
"1rww","8.30"
"1rwx","7.37"
"1rxp","7.14"
"1ryf","8.80"
"1ryh","7.56"
"1rzx","4.10"
"1r6n","7.40"
"1r6z","5.00"
"1r78","8.52"
"1r9l","5.40"
"1rbo","12.72"
"1rbp","6.72"
"1rd4","7.74"
"1vj9","7.55"
"1vjb","7.89"
"1vjc","3.58"
"1vjd","3.54"
"1vjy","7.64"
"1vkj","4.85"
"1vot","6.60"
"1vr1","6.89"
"1vrt","7.10"
"1vru","7.00"
"1t7d","6.03"
"1t7f","5.74"
"1t7j","8.70"
"1t7r","5.96"
"1ta2","8.52"
"1ta6","9.13"
"1tbz","9.80"
"1tc1","2.70"
"1tcw","6.02"
"1tcx","6.95"
"1td7","4.37"
"1tet","6.08"
"1tfq","7.92"
"1pwu","5.68"
"1pwy","4.05"
"1px4","3.23"
"1pxh","8.74"
"1pxj","4.89"
"1pxk","5.66"
"1pxl","6.05"
"1pxm","7.22"
"1sb1","6.89"
"1sbg","7.74"
"1sbr","5.00"
"1sc8","7.44"
"1sdt","9.27"
"1sdu","10.07"
"1sdv","8.74"
"1sgu","5.37"
"1sh9","6.03"
"1shc","7.28"
"1siv","8.08"
"1sj0","9.10"
"1sje","8.22"
"1y2j","7.48"
"1y8p","6.08"
"1yci","4.08"
"1yhm","3.83"
"1yt7","9.89"
"1zaf","7.70"
"1zfp","7.59"
"1zkn","4.51"
"1zp8","8.77"
"1zsr","9.82"
"2a0t","4.82"
"2a4w","8.29"
"2aez","2.46"
"1xt8","6.85"
"1xuc","7.14"
"1xud","8.10"
"1xug","7.05"
"1xuo","7.16"
"1xur","5.18"
"1xws","8.00"
"1xxe","5.41"
"1xxh","6.11"
"1xxi","5.52"
"1xz8","4.52"
"1xzx","10.22"
"1y0l","9.00"
"1y0x","8.70"
"1uu8","5.05"
"1uv5","8.30"
"1uv6","5.12"
"1uvr","6.00"
"1uvs","5.40"
"1uvt","7.64"
"1uvu","5.00"
"1uw6","7.34"
"1oiy","7.19"
"1oj5","6.10"
"1ok7","5.92"
"1okl","6.03"
"1oko","4.54"
"1okv","6.17"
"1okw","5.25"
"1okx","6.80"
"1oky","8.19"
"1okz","8.30"
"1ros","8.77"
"1rp7","8.52"
"1rpa","6.00"
"1rpf","3.99"
"1rpj","6.48"
"1rq2","2.52"
"1rr6","10.25"
"1rri","5.82"
"1rrw","4.55"
"1xh7","6.82"
"1xh8","5.77"
"1xh9","7.77"
"1xhm","6.33"
"1xhy","6.18"
"1xjd","9.48"
"1xk5","6.00"
"1xk9","6.85"
"1xka","6.88"
"1xkk","8.52"
"1q54","5.85"
"1q5k","7.42"
"1q5l","3.22"
"1q63","5.85"
"1q65","5.46"
"1q66","5.77"
"1q6j","7.80"
"1q6k","7.59"
"1q6m","7.89"
"1q6n","7.64"
"1q6s","7.92"
"1tl9","5.52"
"1tlo","4.00"
"1tlp","7.55"
"1tmb","6.74"
"1tmm","6.64"
"1tmn","7.30"
"1tng","2.93"
"1tnh","3.37"
"1tni","4.00"
"1tnj","1.96"
"1uml","7.52"
"1umw","6.55"
"1ung","6.80"
"1unh","7.00"
"1unl","6.70"
"1uod","3.11"
"1uom","7.72"
"1uou","7.70"
"1upf","4.60"
"1upk","6.40"
"1ur9","5.77"
"1urc","4.72"
"1o4h","2.44"
"1o4i","2.64"
"1o4j","2.36"
"1o4k","2.92"
"1o4l","1.40"
"1o4m","1.40"
"1o4n","1.40"
"1o4o","2.46"
"1u3s","8.85"
"1u59","7.25"
"1u65","7.58"
"1u6q","5.88"
"1u71","7.48"
"1u8t","4.26"
"1u9e","8.24"
"1u9q","8.33"
"1u9v","8.22"
"1v2j","3.25"
"1v2k","6.19"
"1v2l","4.29"
"1v2m","4.29"
"1v2n","5.90"
"1v2o","4.73"
"1v2p","4.73"
"1v2q","4.13"
"1v2r","3.55"
"1v2s","4.17"
"1pf8","7.51"
"1pfu","2.72"
"1pfy","8.15"
"1pg2","4.96"
"1ph0","6.92"
"1phw","3.30"
"1pi5","7.77"
"1pig","9.15"
"1pip","5.00"
"1t2v","6.40"
"1t31","8.64"
"1t32","7.42"
"1t37","4.35"
"1t3t","4.96"
"1t46","6.43"
"1t48","3.46"
"1t49","4.66"
"1t4e","7.10"
"1t4j","5.10"
"1t4s","2.44"
"1t4v","7.68"
"1t5a","4.62"
"1t5f","4.22"
"1s19","9.51"
"1s26","3.07"
"1s39","7.70"
"1s3k","6.62"
"1s4d","6.49"
"1s50","7.20"
"1s5q","5.28"
"1s5z","3.21"
"1s63","9.05"
"1s64","8.40"
"1s89","5.24"
"1s9t","6.82"
"1s9v","4.00"
"1uyi","5.39"
"1uyk","4.77"
"1uym","6.00"
"1uys","3.60"
"1uz1","6.89"
"1uz4","3.40"
"1uz8","4.96"
"1uze","8.90"
"1v0k","5.10"
"1o44","8.52"
"1o45","9.60"
"1o46","8.00"
"1o48","6.35"
"1o49","6.36"
"1o4a","6.92"
"1o4d","3.52"
"1o4e","3.30"
"1o4f","3.52"
"1w83","7.19"
"1w84","4.46"
"1w8l","0.49"
"1w8m","1.60"
"1w96","8.41"
"1w9u","6.09"
"1w9v","6.34"
"1waw","7.89"
"1wax","4.07"
"1way","3.40"
"1wb0","5.35"
"1wbg","3.00"
"1u9w","8.46"
"1ulg","4.21"
"1urg","5.82"
"1uwb","8.34"
"1v0l","7.55"
"1vj6","5.10"
"1vsn","9.70"
"1w6h","9.30"
"1wbn","6.46"
"1wdn","6.30"
"1wzy","6.25"
"1x8b","7.01"
"1xh6","7.32"
"1xlx","7.60"
"1xp0","9.00"
"1xp1","9.30"
"1xp6","9.40"
"1xp9","8.89"
"1xpz","7.08"
"1xq0","6.34"
"1xqc","7.20"
"1xr8","6.70"
"1xr9","7.15"
"1xs7","7.60"
"1xsc","4.30"
"1xt3","5.70"
"1qwe","5.92"
"1qwf","6.35"
"1qwu","3.22"
"1qx1","2.12"
"1qxl","7.96"
"1qxw","5.15"
"1qxy","4.80"
"1qxz","4.72"
"1qy2","5.74"
"1qyg","6.85"
"1r0p","8.00"
"1r0x","3.83"
"1r10","3.83"
"1r17","6.42"
"1rev","7.48"
"1rgj","8.31"
"1rgk","4.31"
"1rgl","4.43"
"1rhj","8.04"
"1rhk","9.11"
"1rhm","5.76"
"1rhq","7.75"
"1w25","6.30"
"1w2g","4.57"
"1w2h","5.00"
"1w2x","5.14"
"1w31","3.60"
"1w3j","6.32"
"1w3k","4.30"
"1w3l","6.28"
"1w4l","8.40"
"1n95","8.92"
"1n9a","8.66"
"1n9m","10.96"
"1nax","6.43"
"1nc6","8.00"
"1nd5","8.40"
"1nde","7.82"
"1ndj","12.16"
"1ndv","5.92"
"1ndy","6.17"
"1ndz","8.11"
"1nf8","7.82"
"1nfs","9.92"
"1o4q","2.49"
"1o4r","2.41"
"1o5a","6.42"
"1o5c","5.22"
"1o5f","6.07"
"1o5g","4.96"
"1o5m","8.72"
"1o5p","10.00"
"1o5r","8.12"
"1o6h","6.73"
"1ork","8.81"
"1orw","7.60"
"1os0","6.03"
"1os5","6.85"
"1osg","7.52"
"1oss","4.79"
"1osv","3.48"
"1oth","7.00"
"1ouk","9.89"
"1ouy","8.37"
"1ov3","6.72"
"1ove","9.13"
"1hlf","5.64"
"1hlk","5.00"
"1hmr","6.55"
"1hms","6.37"
"1hmt","5.79"
"1hn2","6.00"
"1hn4","3.82"
"1hnn","6.24"
"1hp0","6.70"
"1hp5","6.55"
"1nl9","5.96"
"1nli","3.59"
"1nlj","9.80"
"1nlo","5.47"
"1nlp","4.96"
"1nlt","4.92"
"1nm6","10.05"
"1nmk","8.24"
"1nms","6.70"
"1nnk","5.46"
"1oxg","10.57"
"1oxn","5.68"
"1oxq","6.30"
"1oxr","5.19"
"1oy7","5.36"
"1oyq","6.96"
"1oz0","7.70"
"1ozv","1.44"
"1p01","9.46"
"1p02","7.17"
"1p03","8.19"
"1ppx","7.28"
"1pq3","7.52"
"1pq6","8.10"
"1pqc","7.00"
"1pr1","5.30"
"1pr5","3.92"
"1prl","4.23"
"1pro","11.30"
"1ml1","4.28"
"1mm6","7.70"
"1mm7","7.70"
"1mmp","6.07"
"1mmq","7.52"
"1mmr","5.40"
"1mn9","4.62"
"1mnc","10.34"
"1mns","4.17"
"1moq","3.46"
"1nyy","4.68"
"1nz7","7.12"
"1nzq","7.96"
"1nzv","6.40"
"1o0d","8.21"
"1o0f","5.30"
"1o0m","5.15"
"1o0n","4.09"
"1o0o","5.10"
"1o1s","7.31"
"1pzp","3.31"
"1q0b","5.17"
"1q1g","8.57"
"1q1m","5.16"
"1q1y","7.70"
"1q3d","7.82"
"1q3w","8.40"
"1q41","7.66"
"1q4k","6.55"
"1q4l","7.40"
"1q4w","6.46"
"1q4x","9.48"
"1h36","7.74"
"1h37","7.23"
"1h39","6.54"
"1h3a","6.55"
"1h3b","6.85"
"1h3c","6.51"
"1h3h","6.66"
"1h46","3.57"
"1h4n","4.92"
"1oar","7.40"
"1oau","7.70"
"1oay","5.92"
"1obx","5.72"
"1ocn","6.39"
"1ocq","5.19"
"1od8","5.10"
"1odi","4.21"
"1odj","4.10"
"1ody","8.10"
"1oe0","5.16"
"1oe8","5.52"
"1oeb","6.93"
"1lqd","8.05"
"1lqe","5.82"
"1lqf","8.30"
"1lrh","6.82"
"1lrt","5.64"
"1lst","7.85"
"1lt5","2.70"
"1lt6","3.30"
"1lv8","5.46"
"1lvc","6.00"
"1lvk","5.92"
"1my4","6.98"
"1my8","7.46"
"1mzc","10.22"
"1mzs","5.15"
"1n0s","7.45"
"1n0t","4.91"
"1n1g","2.30"
"1n1m","5.70"
"1n1t","3.85"
"1n1v","3.85"
"1n2v","4.08"
"1n3i","8.89"
"1n3w","6.96"
"1n3z","4.20"
"1h01","4.66"
"1h07","5.52"
"1h08","4.55"
"1h0a","5.44"
"1h0r","3.70"
"1h0w","4.89"
"1h1b","9.80"
"1h1d","8.22"
"1h1h","5.22"
"1h1p","4.92"
"1pu7","3.10"
"1pxo","8.70"
"1qcp","7.52"
"1qpb","1.36"
"1r5w","5.54"
"1rek","6.70"
"1rhr","8.10"
"3rk7","6.70"
"3wf8","6.63"
"4dht","4.82"
"4otg","7.59"
"4rj7","7.66"
"4yb6","5.32"
"5ddd","6.59"
"3pdc","7.49"
"5enh","3.72"
"1o2v","5.85"
"1o2w","5.85"
"1o2x","5.85"
"1o2y","5.85"
"1o2z","6.11"
"1o30","6.77"
"1o32","5.74"
"1o33","5.74"
"1o34","5.74"
"1o35","5.00"
"1o36","5.96"
"1o37","6.82"
"1o38","6.82"
"1o39","7.13"
"1o3b","7.13"
"1nj1","7.60"
"1nj5","7.30"
"1nja","6.31"
"1njb","5.80"
"1njc","5.55"
"1njd","5.57"
"1nje","3.80"
"1njf","6.21"
"1njj","2.10"
"1njs","7.82"
"1njt","4.82"
"1nju","7.30"
"1nki","6.70"
"1nkm","7.30"
"1nl4","9.41"
"1uj5","3.05"
"1uj6","3.05"
"1ujj","6.10"
"1ujk","6.57"
"1uk0","8.10"
